,Cost ($),Emission (kg CO2)
4,394824.8737995607,4361068.504198132
5,392983.4907662535,4401822.576643132
6,391142.1077329464,4442576.649088131
7,389300.72469963925,4483330.721533132
8,387459.3416663321,4524084.79397813
9,385608.79355825967,4565058.074125791
10,,
0,424036.1877659813,4396015.26241142
1,422228.22967832995,4435539.991630767
2,420244.34306539455,4478878.402045768
3,418260.4564524593,4522216.812460768
4,416276.56983952393,4565555.222875767
5,414292.6832265884,4608893.633290769
6,412308.796613653,4652232.043705768
7,410324.9100007176,4695570.454120768
8,408341.02338778216,4738908.864535768
9,406341.6113414846,4782580.45469188
10,,
0,426512.49269221164,4446350.733089438
1,424917.95062658604,4481582.248195063
2,423151.85036792955,4520485.652380064
3,421385.75010927295,4559389.056565064
4,419619.6498506164,4598292.460750063
5,417853.54959195986,4637195.864935063
6,416087.44933330343,4676099.269120064
7,414321.34907464695,4715002.673305063
8,412555.2488159906,4753906.077490064
9,410782.09270313266,4792976.95995379
10,,
0,414250.01787595975,4325153.308628605
1,412698.96362394054,4359377.953114811
2,410972.6146045365,4397334.851709812
3,409246.2655851323,4435291.750304812
4,407519.91656572826,4473248.648899811
5,405793.5675463241,4511205.547494811
6,404067.21852692007,4549162.446089812
7,402340.86950751604,4587119.344684811
8,400614.5204881118,4625076.243279812
9,398868.60517432133,4663469.363480344
10,,
0,416991.46228684636,4379468.880124253
1,415177.8253472052,4419152.330455083
2,413178.7389044622,4462758.769495083
3,411179.6524617192,4506365.2085350845
4,409180.5660189762,4549971.647575084
5,407181.4795762332,4593578.086615084
6,405182.3931334902,4637184.525655084
7,403183.30669074715,4680790.964695084
8,401184.2202480041,4724397.4037350835
9,399158.96078520856,4768547.124604836
10,,
0,431341.93882871664,4429435.043806279
1,429592.6047905456,4468185.008335376
2,427670.4270187834,4510658.316555376
3,425748.24924702145,4553131.624775377
4,423826.0714752594,4595604.932995376
5,421903.8937034972,4638078.241215375
6,419981.7159317352,4680551.549435378
7,418059.5381599732,4723024.857655377
8,416137.36038821115,4765498.165875376
9,414204.1469516523,4808230.564811862
10,,
0,405026.1300261165,4171301.6810098533
1,403325.01394900423,4208260.098080871
2,401435.6095857619,4249277.138425871
3,399546.2052225195,4290294.178770871
4,397656.80085927714,4331311.219115872
5,395767.3964960348,4372328.259460871
6,393877.99213279254,4413345.299805872
7,391988.58776955015,4454362.340150871
8,390099.1834063078,4495379.380495871
9,388193.5627221509,4536719.12098829
10,,
0,438156.643073034,4495705.503643793
1,436338.8345408503,4536766.308037701
2,434319.6013234037,4582176.4467727
3,432300.36810595694,4627586.585507701
4,430281.1348885102,4672996.7242427
5,428261.9016710635,4718406.8629777
6,426242.6684536168,4763817.001712701
7,424223.4352361702,4809227.140447699
8,422204.20201872353,4854637.2791827
9,420169.15701058443,4900367.5394666605
10,,
0,399406.3340652065,4055728.0255484376
1,397768.09019950917,4092996.1917715827
2,395950.9528232455,4134215.442481582
3,394133.81544698204,4175434.693191582
4,392316.67807071854,4216653.943901582
5,390499.5406944549,4257873.194611583
6,388682.4033181913,4299092.445321582
7,386865.2659419278,4340311.696031582
8,385048.12856566417,4381530.946741581
9,383214.0054617706,4423141.840788097
10,,
0,428968.81070527044,4440015.572421886
1,427360.56991500926,4474951.183019615
2,425568.2666913147,4513738.698244615
3,423775.9634676202,4552526.213469614
4,421983.6602439256,4591313.728694615
5,420191.3570202309,4630101.243919616
6,418399.05379653635,4668888.759144614
7,416606.75057284173,4707676.274369615
8,414814.4473491471,4746463.789594615
9,413007.8471369246,4785567.860455411
10,,
0,400066.0180276681,4206008.245822841
1,398475.00957347173,4240134.875801079
2,396710.9125282648,4277890.6345760785
3,394946.8154830578,4315646.393351077
4,393182.7184378509,4353402.1521260785
5,391418.6213926439,4391157.910901078
6,389654.5243474369,4428913.6696760785
7,387890.4273022299,4466669.428451079
8,386126.33025702304,4504425.1872260785
9,384349.34727377066,4542478.293244371
10,,
0,386687.77395720273,4032313.8932986376
1,385122.4758547792,4066910.5361674572
2,383385.3000858375,4105200.2169424575
3,381648.1243168957,4143489.8977174573
4,379910.948547954,4181779.578492457
5,378173.772779012,4220069.259267457
6,376436.5970100703,4258358.940042458
7,374699.4212411286,4296648.620817457
8,372962.2454721867,4334938.301592457
9,371205.30650627404,4373650.377473556
10,,
0,418611.50163483445,4323045.8529256
1,417031.43677905726,4358313.835950688
2,415285.3961401905,4397213.9682756895
3,413539.3555013234,4436114.100600688
4,411793.31486245664,4475014.23292569
5,410047.27422358986,4513914.365250688
6,408301.2335847229,4552814.497575688
7,406555.19294585614,4591714.629900688
8,404809.1523069892,4630614.762225688
9,403040.246318052,4670037.592833303
0,430696.90551439754,4497541.710761753
1,429064.4265488158,4533844.298060302
2,427256.4509691144,4573872.922785302
3,425448.4753894131,4613901.547510302
4,423640.4998097117,4653930.172235303
5,421832.52423001046,4693958.796960303
6,420024.548650309,4733987.421685302
7,418216.5730706077,4774016.046410302
8,416408.5974909063,4814044.671135301
9,414597.58186468185,4854146.630771171
10,,
0,435638.0612877956,4496234.500042839
1,433951.55007161526,4534538.430168396
2,432095.8103511145,4576573.060218397
3,430240.0706306137,4618607.690268396
4,428384.3309101128,4660642.320318396
5,426528.59118961194,4702676.950368396
6,424672.8514691112,4744711.580418397
7,422817.11174861045,4786746.210468396
8,420961.3720281096,4828780.840518396
9,419093.3304853611,4871091.187903643
10,,
0,432611.61004409665,4453672.065185342
1,430826.4943747281,4493059.478330089
2,428860.237357406,4536264.89625009
3,426893.98034008377,4579470.314170088
4,424927.7233227616,4622675.732090089
5,422961.46630543954,4665881.150010089
6,420995.2092881174,4709086.567930087
7,419028.9522707953,4752291.985850089
8,417062.69525347307,4795497.403770089
9,415088.9417685164,4838885.340845574
10,,
0,417481.4805993479,4259596.675489179
1,415792.72957728675,4295993.074304791
2,413934.257315686,4335982.721409791
3,412075.7850540853,4375972.368514791
4,410217.31279248453,4415962.015619792
5,408358.8405308838,4455951.662724792
6,406500.36826928315,4495941.309829792
7,404641.8960076824,4535930.956934791
8,402783.4237460816,4575920.604039791
9,400898.9628704508,4616403.848724723
0,410893.2140403815,4226472.263070038
1,409219.99395204464,4263579.346434359
2,407340.4710791729,4305162.25759436
3,405460.94820630114,4346745.16875436
4,403581.4253334293,4388328.07991436
5,401701.9024605576,4429910.991074359
6,399822.3795876858,4471493.90223436
7,397942.856714814,4513076.813394359
8,396063.33384194225,4554659.724554359
9,394168.4383310744,4596602.2909493605
10,,
0,427967.26086348447,4456510.950056281
1,426242.5997578142,4494134.0383392805
2,424345.22545272304,4535441.32230428
3,422447.8511476321,4576748.6062692795
4,420550.4768425412,4618055.890234279
5,418653.10253745015,4659363.17419928
6,416755.72823235916,4700670.458164278
7,414858.3539272682,4741977.74212928
8,412960.97962217714,4783285.02609428
9,411051.21663299954,4824852.804510662
10,,
0,419676.93179354194,4362346.314785113
1,417985.30987984635,4399760.415864979
2,416106.3273744153,4441226.484319979
3,414227.34486898425,4482692.55277498
4,412348.36236355326,4524158.621229978
5,410469.3798581224,4565624.68968498
6,408590.3973526914,4607090.758139979
7,406711.4148472605,4648556.826594979
8,404832.4323418294,4690022.89504998
9,402937.35488923563,4731823.979758519
10,,
0,405984.17358104285,4252347.493020144
1,404434.9175880021,4286300.865537157
2,402710.12832127436,4324002.473277158
3,400985.33905454667,4361704.081017158
4,399260.5497878189,4399405.688757158
5,397535.7605210912,4437107.296497159
6,395810.97125436337,4474808.904237159
7,394086.1819876358,4512510.5119771585
8,392361.392720908,4550212.119717158
9,390626.3464560366,4588111.21141534
10,,
0,417894.6773875846,4349232.325195447
1,416209.4664157169,4386366.973709995
2,414333.0217156015,4427578.779149994
3,412456.577015486,4468790.5845899945
4,410580.13231537055,4510002.390029994
5,408703.6876152551,4551214.195469994
6,406827.2429151397,4592426.000909994
7,404950.79821502423,4633637.806349995
8,403074.35351490875,4674849.611789995
9,401186.52566025936,4716310.007559471
10,,
0,418977.8109467698,4317730.083944968
1,417302.0157067695,4354201.168837706
2,415455.4715532024,4394391.099472705
3,413608.92739963526,4434581.030107705
4,411762.3832460681,4474770.9607427055
5,409915.839092501,4514960.891377706
6,408069.29493893386,4555150.822012705
7,406222.7507853667,4595340.752647705
8,404376.20663179975,4635530.683282706
9,402517.66453706275,4675966.093124027
10,,
0,405166.2585459886,4114311.7764268853
1,403460.88362333656,4153225.0641651726
2,401575.0186444786,4196095.531440172
3,399689.15366562054,4238965.9987151725
4,397803.2886867624,4281836.465990173
5,395917.4237079042,4324706.933265174
6,394031.55872904614,4367577.400540172
7,392145.69375018816,4410447.867815171
8,390259.8287713299,4453318.3350901725
9,388359.5716727448,4496495.982325008
10,,
0,410596.260220013,4221589.2816514475
1,408923.74011803826,4258868.6482542185
2,407088.4399033709,4299689.455109217
3,405253.1396887036,4340510.261964218
4,403417.83947403624,4381331.068819218
5,401582.5392593689,4422151.875674219
6,399747.23904470156,4462972.682529219
7,397911.9388300343,4503793.489384218
8,396076.6386153668,4544614.296239218
9,394232.5612057537,4585639.589668053
10,,
0,410804.6876202358,4245390.538690432
1,409037.97270523856,4284141.32661684
2,407082.0492904861,4326973.826226843
3,405126.1258757336,4369806.325836842
4,403170.20246098127,4412638.825446841
5,401214.27904622885,4455471.325056842
6,399258.35563147627,4498303.824666842
7,397302.43221672386,4541136.324276841
8,395346.5088019714,4583968.823886842
9,393371.62049333384,4627198.984471465
10,,
0,425196.984790832,4360041.884190364
1,423497.06393325207,4397536.611932141
2,421611.91483928234,4439011.405712141
3,419726.76574531244,4480486.199492141
4,417841.6166513426,4521960.993272141
5,415956.4675573728,4563435.787052141
6,414071.31846340286,4604910.5808321405
7,412186.16936943313,4646385.374612141
8,410301.0202754633,4687860.16839214
9,408397.8143433201,4729727.857664967
0,418430.57315341616,4341456.614501315
1,416857.336133808,4376837.140956803
2,415093.95611704525,4416294.801291802
3,413330.57610028255,4455752.4616268035
4,411567.19608351984,4495210.121961802
5,409803.8160667571,4534667.782296802
6,408040.43604999443,4574125.4426318025
7,406277.0560332317,4613583.102966804
8,404513.676016469,4653040.763301804
9,402742.02920002845,4692693.552135734
10,,
0,412596.6634908953,4303282.4176743645
1,410901.70373095735,4341123.887488419
2,409038.44696529326,4382636.322258419
3,407175.190199629,4424148.7570284195
4,405311.9334339648,4465661.191798419
5,403448.6766683008,4507173.626568418
6,401585.41990263655,4548686.061338419
7,399722.16313697235,4590198.496108419
8,397858.90637130826,4631710.9308784185
9,395979.9586037893,4673561.287306021
10,,
0,407690.68495826697,4242183.276074511
1,406007.31652128923,4279121.025347895
2,404127.5365201937,4320222.9727228945
3,402247.7565190981,4361324.920097895
4,400367.97651800263,4402426.8674728945
5,398488.19651690696,4443528.814847895
6,396608.4165158115,4484630.762222895
7,394728.6365147159,4525732.709597895
8,392848.8565136204,4566834.656972895
9,390955.9982737978,4608193.196560927
10,,
0,438628.5113705277,4489693.696036853
1,436961.55487301847,4527191.067367872
2,435123.200026708,4568461.223167872
3,433284.8451803977,4609731.378967872
4,431446.4903340874,4651001.534767873
5,429608.1354877768,4692271.690567872
6,427769.78064146644,4733541.846367872
7,425931.4257951561,4774812.002167873
8,424093.0709488457,4816082.157967873
9,422236.995836463,4857728.752345349
10,,
0,408093.0678538476,4280556.604700423
1,406405.6731358005,4317010.521154407
2,404563.0628169914,4356714.007894407
3,402720.4524981824,4396417.494634407
4,400877.84217937326,4436120.981374408
5,399035.23186056426,4475824.468114408
6,397192.62154175533,4515527.954854407
7,395350.01122294617,4555231.441594407
8,393507.40090413706,4594934.9283344075
9,391654.4187186304,4634850.732079466
10,,
0,413613.4998490922,4227948.046669191
1,411786.99182725797,4268680.69891613
2,409787.16094203846,4313153.83410613
3,407787.3300568192,4357626.969296129
4,405787.49917159986,4402100.10448613
5,403787.6682863805,4446573.239676129
6,401787.83740116114,4491046.374866129
7,399788.0065159418,4535519.51005613
8,397788.1756307225,4579992.6452461295
9,395773.635327555,4624798.231103269
10,,
0,421730.7076327173,4295565.999934456
1,420049.7338128481,4333928.301094424
2,418224.78326105117,4375472.807684423
3,416399.8327092543,4417017.314274423
4,414574.8821574573,4458561.820864424
5,412749.93160566036,4500106.327454424
6,410924.9810538636,4541650.834044424
7,409100.03050206666,4583195.340634423
8,407275.0799502697,4624739.847224422
9,405428.15651560324,4666770.160000571
10,,
0,416953.2988421239,4316066.811767344
1,415195.23146069754,4354713.98583852
2,413263.5539252193,4397052.26997352
3,411331.87638974097,4439390.55410852
4,409400.19885426277,4481728.83824352
5,407468.52131878445,4524067.12237852
6,405536.84378330637,4566405.406513519
7,403605.16624782805,4608743.69064852
8,401673.4887123498,4651081.97478352
9,399719.4044320974,4693910.370238978
10,,
0,409570.8337619283,4179620.100327366
1,407790.36053947866,4219493.173658022
2,405842.2311600819,4263024.022658021
3,403894.1017806851,4306554.871658022
4,401945.9724012881,4350085.720658021
5,399997.84302189125,4393616.5696580205
6,398049.7136424944,4437147.418658022
7,396101.5842630975,4480678.267658021
8,394153.45488370064,4524209.116658021
9,392190.7788351689,4568060.809048937
10,,
0,425141.29419437045,4394594.959271755
1,423506.4570644652,4431304.454725001
2,421716.5616442512,4471384.591170002
3,419926.6662240371,4511464.727615002
4,418136.77080382325,4551544.864060003
5,416346.87538360927,4591625.000505002
6,414556.9799633952,4631705.136950002
7,412767.08454318123,4671785.273395003
8,410977.1891229672,4711865.409840003
9,409177.4911766518,4752178.636825828
10,,
0,416527.22962925636,4344130.24017229
1,414878.0541058748,4380356.341897769
2,413035.2604122791,4420722.359482768
3,411192.46671868366,4461088.377067768
4,409349.67302508815,4501454.394652767
